This simulation prints out the best strategy at each generation
Using payoffs  4   0   1   5
########### Generation 0  started
Best Strategy:  [-0.7889889473939846, 0.6254601232141601, -0.5978879470702965, 0.005669513074849419, -0.050090396871142806, -0.7578656857602017]
########### Generation 1  started
Best Strategy:  [-0.8540543391943358, -0.3130152657884575, 0.2302030260729162, 0.6995741155616015, -0.5845331605471784, -0.07410913072703829]
########### Generation 2  started
Best Strategy:  [-0.03418696963774351, -0.2580181900334255, -0.5890950693777386, -0.4318665579990557, -0.1963317423964348, 0.31293636186963414]
########### Generation 3  started
Best Strategy:  [0.0011792908868638093, 0.8635371220779442, -0.2287320467390277]
########### Generation 4  started
Best Strategy:  [0, 0.9359857010796587, -0.4777676898682925]
########### Generation 5  started
Best Strategy:  [-0.013236779553698645, 0.9425753886652338, -0.4741221671775997]
########### Generation 6  started
Best Strategy:  [0.007080621485798629, 0.9519689363249867, -0.4741221671775997]
########### Generation 7  started
Best Strategy:  [0, 0.3960007573988052, 0.05036688471759798]
########### Generation 8  started
Best Strategy:  [-0.007153811391525096, 0.9475135973332751, -0.468890704646086]
########### Generation 9  started
Best Strategy:  [-8.406963656670818e-05, 0.9318254694948103, -0.4759381151316635]
########### Generation 10  started
Best Strategy:  [-0.009102995906139512, 0.9446852075027469, -0.48349113400337057]
########### Generation 11  started
Best Strategy:  [0, 0.7296241382195339, -0.7367117958421779]
########### Generation 12  started
Best Strategy:  [0.00862083446409026, 0.9388684001826986, -0.47248120434253416]
########### Generation 13  started
Best Strategy:  [0.00799397450013812, 0.9414500079079204, -0.4789215670841498]
########### Generation 14  started
Best Strategy:  [0.00037791485224249015, 0.8606533770771835, -0.24612395141139198]
########### Generation 15  started
Best Strategy:  [0.00919637244135804, -0.9002562142329944, 0.8767379801556081]
########### Generation 16  started
Best Strategy:  [-0.016033327645066448, 0.9522570772617929, -0.45870789863880157]
########### Generation 17  started
Best Strategy:  [-0.0018166341911166513, 0.8619986387450198, -0.21393087642148148]
########### Generation 18  started
Best Strategy:  [0.010511943798906787, 0.9493034261158576, -0.47529781937094745]
########### Generation 19  started
Best Strategy:  [0.009955426919192172, -0.4117278122054606, 0.5560453758388539]
########### Generation 20  started
Best Strategy:  [0.001495413539429698, 0.8657684239011344, -0.24954051530575871]
########### Generation 21  started
Best Strategy:  [-0.012284238870740902, 0.8852231813293392, -0.2376700497249196]
########### Generation 22  started
Best Strategy:  [-0.013632483936321644, 0.8682090412321748, -0.22342109516162265]
########### Generation 23  started
Best Strategy:  [0, -0.6845461485304194, 0.4877609466147544]
########### Generation 24  started
Best Strategy:  [-0.0024708699085310495, 0.8771957700123993, -0.25106169117106286]
########### Generation 25  started
Best Strategy:  [0, 0.8627995199688838, 0.674300356654374]
########### Generation 26  started
Best Strategy:  [-0.0028737581541867056, 0.8553943651635536, 0.6693323522972942]
########### Generation 27  started
Best Strategy:  [0.008461066635448058, 0.8554935136805809, 0.674441326814386]
########### Generation 28  started
Best Strategy:  [0.0007933339830719227, 0.850093693508393, 0.6670151573699701]
########### Generation 29  started
Best Strategy:  [-0.0014818442920629575, 0.8649216294844382, 0.6688116854681259]
########### Generation 30  started
Best Strategy:  [0.00026935378814240026, 0.8604342848256584, 0.6681529338113862]
########### Generation 31  started
Best Strategy:  [0.01401179798472928, 0.853304280703969, 0.6814611838685352]
########### Generation 32  started
Best Strategy:  [-0.006164556987018211, 0.8666877110772648, 0.6790982981594305]
########### Generation 33  started
Best Strategy:  [0.012434839281172998, 0.8532893837667879, 0.6689439139250262]
########### Generation 34  started
Best Strategy:  [0.008764108134339381, 0.8585128617045242, 0.6753029851002439]
########### Generation 35  started
Best Strategy:  [0.009061235539180016, 0.8529869109774925, 0.6734374022836529]
########### Generation 36  started
Best Strategy:  [0.010589037229957991, 0.8743550958312413, 0.6611450294719936]
########### Generation 37  started
Best Strategy:  [-0.003803467176050821, 0.8562610602094527, 0.677127533295674]
########### Generation 38  started
Best Strategy:  [0.016184437671847074, 0.8678667172675019, 0.6611450294719936]
########### Generation 39  started
Best Strategy:  [-0.012981140494553697, 0.838614836350783, 0.673568585887377]
########### Generation 40  started
Best Strategy:  [0.004781876144734533, 0.8547312039248524, 0.6675490991553467]
########### Generation 41  started
Best Strategy:  [0.013450147614064602, 0.8738009285810137, 0.684380273309049]
########### Generation 42  started
Best Strategy:  [-0.01880713731030485, 0.8659209876260952, 0.6876087352059244]
########### Generation 43  started
Best Strategy:  [0.014288260801258746, 0.8536085836110318, 0.6547788862307249]
########### Generation 44  started
Best Strategy:  [0.023106705044641, 0.8613744921842114, 0.6829765614731721]
########### Generation 45  started
Best Strategy:  [-0.02280827803927135, 0.8561334448096474, 0.6924689151433266]
########### Generation 46  started
Best Strategy:  [-0.023427684192464875, 0.8481112410891931, 0.6934060625468896]
########### Generation 47  started
Best Strategy:  [0.02968168181942151, 0.8645914555275082, 0.6730163471536563]
########### Generation 48  started
Best Strategy:  [-0.001049093091673588, 0.8634818579397953, 0.6713733764932105]
########### Generation 49  started
Best Strategy:  [0.050714417919851595, 0.8629120609665807, 0.6730163471536563]
########### Generation 50  started
Best Strategy:  [-0.018863964613902266, 0.8624956340970807, 0.6970533689380023]
########### Generation 51  started
Best Strategy:  [0.039738743458212315, 0.8672614366282124, 0.6692025097315901]
########### Generation 52  started
Best Strategy:  [0.03264060271444901, 0.8750587471851521, 0.6782528884267991]
########### Generation 53  started
Best Strategy:  [0.017440538783898625, 0.8686018080021446, 0.6720093609570882]
########### Generation 54  started
Best Strategy:  [0.06887100647870222, 0.8695760959139619, 0.6677041506041743]
########### Generation 55  started
Best Strategy:  [0.041509216178513345, 0.869198855643751, 0.6647635748922719]
########### Generation 56  started
Best Strategy:  [0.045663298949125956, 0.8646061531840092, 0.673189332386989]
########### Generation 57  started
Best Strategy:  [0.0377325275041236, 0.871411582949133, 0.670986455653951]
########### Generation 58  started
Best Strategy:  [0.004185538402780343, 0.8944252650043182, 0.6803024420600327]
########### Generation 59  started
Best Strategy:  [0.01252426322645106, 0.887490962404136, 0.6690156384555574]
########### Generation 60  started
Best Strategy:  [-0.005667772947848715, 0.8721571054946752, 0.6746430941239585]
########### Generation 61  started
Best Strategy:  [0.013932268622896336, 0.8771756600554759, 0.6789883827684188]
########### Generation 62  started
Best Strategy:  [-0.0018343741588164207, 0.9074239268832078, 0.6969580948697705]
########### Generation 63  started
Best Strategy:  [0.0015043168106432404, 0.9122772778064692, 0.6667596678072577]
########### Generation 64  started
Best Strategy:  [-0.003899516508422303, 0.9073966507667188, 0.6766807104756561]
########### Generation 65  started
Best Strategy:  [-0.0040827874228370675, 0.8868124227010855, 0.6721654418082244]
########### Generation 66  started
Best Strategy:  [0.06201472286409675, 0.8480467265521608, 0.6755692638808019]
########### Generation 67  started
Best Strategy:  [0.052148622177236814, 0.8547785989811554, 0.6793399092713435]
########### Generation 68  started
Best Strategy:  [-0.01724841920810666, 0.8829262833252617, 0.6786881684105293]
########### Generation 69  started
Best Strategy:  [0.014484480504090288, 0.873962141985619, 0.6764154527681298]
########### Generation 70  started
Best Strategy:  [0.06308013130263612, 0.8918223135562645, 0.6533343836903401]
########### Generation 71  started
Best Strategy:  [0.010050509119959071, 0.8795780760164563, 0.677250062649894]
########### Generation 72  started
Best Strategy:  [-0.005918932789783046, 0.9102963084088243, 0.697943846359496]
########### Generation 73  started
Best Strategy:  [0, -0.7361624923230647, -0.9922026103685222]
########### Generation 74  started
